smCenterCompoundID	smCenterSampleID	smLincsID	previousSmLincsID
BRD-K83179299	BRD-K83179299-001-06-4	LSM-44431	LSM-32798
BRD-K13888520	BRD-K13888520-001-05-8	LSM-44432	LSM-32823
BRD-K79142977	BRD-K79142977-001-05-9	LSM-44433	LSM-32859
BRD-K23389508	BRD-K23389508-001-05-1	LSM-44434	LSM-32862
BRD-K84502236	BRD-K84502236-001-06-2	LSM-44435	LSM-32872
BRD-K64235646	BRD-K64235646-001-05-9	LSM-44436	LSM-32876
BRD-K26647922	BRD-K26647922-001-05-7	LSM-44437	LSM-32909
BRD-K84931071	BRD-K84931071-001-06-1	LSM-44438	LSM-32915
BRD-K54336972	BRD-K54336972-001-05-1	LSM-44439	LSM-32918
BRD-K36957463	BRD-K36957463-001-07-9	LSM-44440	LSM-32934
BRD-K61364657	BRD-K61364657-001-06-4	LSM-44441	LSM-32937
BRD-K01682574	BRD-K01682574-001-06-2	LSM-44442	LSM-32942
BRD-K71030558	BRD-K71030558-001-06-9	LSM-44443	LSM-32943
BRD-K02328763	BRD-K02328763-001-05-4	LSM-44444	LSM-32953
BRD-K67304645	BRD-K67304645-001-08-5	LSM-44445	LSM-32965
BRD-K66230433	BRD-K66230433-001-05-5	LSM-44446	LSM-32967
BRD-K47034629	BRD-K47034629-001-05-9	LSM-44447	LSM-32972
BRD-K60743244	BRD-K60743244-001-05-2	LSM-44448	LSM-32983
BRD-K22609774	BRD-K22609774-001-05-0	LSM-44449	LSM-32995
BRD-K10688179	BRD-K10688179-001-05-9	LSM-44450	LSM-33016
BRD-K50447468	BRD-K50447468-001-08-5	LSM-44451	LSM-33031
BRD-K13438055	BRD-K13438055-001-06-3	LSM-44452	LSM-33032
BRD-K73859343	BRD-K73859343-001-05-1	LSM-44453	LSM-33056
BRD-K63568016	BRD-K63568016-001-05-6	LSM-44454	LSM-33058
BRD-K69087429	BRD-K69087429-001-05-2	LSM-44455	LSM-33082
BRD-A20248179	BRD-A20248179-001-06-0	LSM-44456	LSM-33084
BRD-K70305913	BRD-K70305913-001-05-8	LSM-44457	LSM-33163
BRD-K40260328	BRD-K40260328-001-05-1	LSM-44458	LSM-33169
BRD-K08534346	BRD-K08534346-001-05-7	LSM-44459	LSM-33177
BRD-K04930806	BRD-K04930806-001-05-4	LSM-44460	LSM-33192
BRD-K57202089	BRD-K57202089-001-05-2	LSM-44461	LSM-33203
BRD-A19829191	BRD-A19829191-001-05-6	LSM-44462	LSM-33227
BRD-K24220535	BRD-K24220535-001-06-2	LSM-44463	LSM-33257
BRD-K53665750	BRD-K53665750-001-06-0	LSM-44464	LSM-33268
BRD-K16542972	BRD-K16542972-001-05-1	LSM-44465	LSM-33304
BRD-K16935435	BRD-K16935435-001-05-8	LSM-44466	LSM-33321
BRD-K76015448	BRD-K76015448-001-08-5	LSM-44467	LSM-33342
BRD-K15749522	BRD-K15749522-001-05-8	LSM-44468	LSM-33359
BRD-K11424490	BRD-K11424490-001-05-0	LSM-44469	LSM-33363
BRD-K04577896	BRD-K04577896-001-06-2	LSM-44470	LSM-33376
BRD-K90518221	BRD-K90518221-001-07-5	LSM-44471	LSM-33391
BRD-K14995049	BRD-K14995049-001-06-0	LSM-44472	LSM-33392
BRD-A68848060	BRD-A68848060-001-05-4	LSM-44473	LSM-33395
BRD-K55279790	BRD-K55279790-001-06-0	LSM-44474	LSM-33397
BRD-K22248919	BRD-K22248919-001-05-3	LSM-44475	LSM-33399
BRD-K59169222	BRD-K59169222-001-05-9	LSM-44476	LSM-33400
BRD-K18250782	BRD-K18250782-001-06-7	LSM-44477	LSM-33433
BRD-K16108472	BRD-K16108472-001-05-6	LSM-44478	LSM-33451
BRD-K08832724	BRD-K08832724-001-05-7	LSM-44479	LSM-33463
BRD-A76870824	BRD-A76870824-001-05-5	LSM-44480	LSM-33465
BRD-K74868855	BRD-K74868855-001-04-4	LSM-44481	LSM-33470
BRD-K01289574	BRD-K01289574-001-05-8	LSM-44482	LSM-33471
BRD-K81745870	BRD-K81745870-001-06-1	LSM-44483	LSM-33476
BRD-A83560897	BRD-A83560897-001-06-3	LSM-44484	LSM-33483
BRD-K20369200	BRD-K20369200-001-05-7	LSM-44485	LSM-33486
BRD-K68831164	BRD-K68831164-001-06-1	LSM-44486	LSM-33487
BRD-K90999759	BRD-K90999759-001-05-1	LSM-44487	LSM-33535
BRD-K57199154	BRD-K57199154-001-05-0	LSM-44488	LSM-33541
BRD-K77640302	BRD-K77640302-001-06-8	LSM-44489	LSM-33543
BRD-K86813828	BRD-K86813828-001-05-7	LSM-44490	LSM-33546
BRD-K66186275	BRD-K66186275-001-06-8	LSM-44491	LSM-33550
BRD-K31164336	BRD-K31164336-001-05-6	LSM-44492	LSM-33556
BRD-K13062210	BRD-K13062210-001-05-5	LSM-44493	LSM-33560
BRD-A52212205	BRD-A52212205-001-09-9	LSM-44494	LSM-33576
BRD-K48289919	BRD-K48289919-001-06-5	LSM-44495	LSM-33611
BRD-K73470065	BRD-K73470065-001-05-3	LSM-44496	LSM-33633
BRD-K80814897	BRD-K80814897-001-05-7	LSM-44497	LSM-33637
BRD-K78142829	BRD-K78142829-001-05-0	LSM-44498	LSM-33641
BRD-K27799165	BRD-K27799165-001-06-9	LSM-44499	LSM-33643
BRD-K25485767	BRD-K25485767-001-05-1	LSM-44500	LSM-33649
BRD-K02090812	BRD-K02090812-001-06-9	LSM-44501	LSM-34588
BRD-K34708533	BRD-K34708533-001-06-6	LSM-44502	LSM-34595
BRD-A20320131	BRD-A20320131-001-05-6	LSM-44503	LSM-34600
BRD-K36221820	BRD-K36221820-001-07-8	LSM-44504	LSM-34604
BRD-K98073502	BRD-K98073502-001-06-5	LSM-44505	LSM-34607
BRD-K91321179	BRD-K91321179-001-05-9	LSM-44506	LSM-34617
BRD-K86873914	BRD-K86873914-001-05-6	LSM-44507	LSM-34631
BRD-K76312695	BRD-K76312695-001-06-0	LSM-44508	LSM-34644
BRD-K64205686	BRD-K64205686-001-06-1	LSM-44509	LSM-34647
BRD-K80885084	BRD-K80885084-001-07-6	LSM-44510	LSM-34650
BRD-K12513553	BRD-K12513553-001-06-1	LSM-44511	LSM-34662
BRD-K79408225	BRD-K79408225-001-05-4	LSM-44512	LSM-34671
BRD-K31945831	BRD-K31945831-001-05-8	LSM-44513	LSM-34687
BRD-A21394172	BRD-A21394172-001-06-8	LSM-44514	LSM-34705
BRD-K31520182	BRD-K31520182-001-05-4	LSM-44515	LSM-34720
BRD-K10852405	BRD-K10852405-001-05-7	LSM-44516	LSM-34730
BRD-K36376089	BRD-K36376089-001-05-0	LSM-44517	LSM-34735
BRD-K18750949	BRD-K18750949-001-05-8	LSM-44518	LSM-34748
BRD-K46264154	BRD-K46264154-001-05-6	LSM-44519	LSM-34758
BRD-K12891884	BRD-K12891884-001-05-3	LSM-44520	LSM-34803
BRD-K52186758	BRD-K52186758-001-05-2	LSM-44521	LSM-34837
BRD-K56458402	BRD-K56458402-001-05-1	LSM-44522	LSM-34843
BRD-K48496310	BRD-K48496310-001-05-3	LSM-44523	LSM-34868
BRD-K03545839	BRD-K03545839-001-05-2	LSM-44524	LSM-34887
HMSL10363	HMSL10363-101-1	LSM-44525	LSM-36360
HMSL10046	HMSL10046-101	LSM-42781	LSM-1046
BRD-K76773351	BRD-K76773351-001-03-5	LSM-42785	LSM-1054
BRD-K59067695	BRD-K59067695-001-01-2	LSM-42791	LSM-1119
BRD-K73368362	BRD-K73368362-001-02-6	LSM-42797	LSM-1164
BRD-K73368362	BRD-K73368362-001-03-4	LSM-42797	LSM-1164
BRD-K02708799	BRD-K02708799-001-01-4	LSM-42799	LSM-1173
BRD-A05729358	BRD-A05729358-001-01-2	LSM-42813	LSM-1360
BRD-K55462201	BRD-K55462201-001-05-7	LSM-42909	LSM-2480
BRD-K67174588	BRD-K67174588-048-03-3	LSM-42974	LSM-3135
BRD-K67174588	BRD-K67174588-048-02-5	LSM-42974	LSM-3135
BRD-K88186167	BRD-K88186167-001-01-4	LSM-42999	LSM-3435
BRD-K14221870	BRD-K14221870-001-02-4	LSM-43060	LSM-4290
BRD-K57139258	BRD-K57139258-001-01-0	LSM-43186	LSM-5409
BRD-K76525302	BRD-K76525302-001-01-3	LSM-43321	LSM-6582
BRD-K70555272	BRD-K70555272-001-04-6	LSM-43347	LSM-6729
BRD-K41220170	BRD-K41220170-236-01-4	LSM-44528	LSM-36391
BRD-K62768020	BRD-K62768020-236-01-8	LSM-44529	LSM-36392
BRD-K17219111	BRD-K17219111-236-01-8	LSM-44530	LSM-36397
BRD-K17219111	BRD-K17219111-001-01-6	LSM-44530	LSM-36397
BRD-K55187425	BRD-K55187425-236-02-9	LSM-44531	LSM-36398
BRD-K10016611	BRD-K10016611-003-02-2	LSM-44532	LSM-36426
BRD-M86331534	BRD-M86331534-373-01-5	LSM-44533	LSM-36456
BRD-M86331534	BRD-M86331534-373-03-1	LSM-44533	LSM-36456
BRD-K23147993	BRD-K23147993-019-01-6	LSM-44534	LSM-36462
BRD-K00845702	BRD-K00845702-019-01-4	LSM-44534	LSM-36462
BRD-K95273033	BRD-K95273033-019-01-5	LSM-44535	LSM-36471
BRD-K04266880	BRD-K04266880-019-01-3	LSM-44535	LSM-36471
BRD-K06725890	BRD-K06725890-019-01-4	LSM-44536	LSM-36478
BRD-K67053230	BRD-K67053230-019-01-6	LSM-44537	LSM-36481
BRD-K09487323	BRD-K09487323-019-01-5	LSM-44537	LSM-36481
BRD-K11293573	BRD-K11293573-019-01-0	LSM-44538	LSM-36483
BRD-K69682028	BRD-K69682028-019-01-6	LSM-44539	LSM-36486
BRD-K12027235	BRD-K12027235-019-01-1	LSM-44539	LSM-36486
BRD-K14538540	BRD-K14538540-019-01-5	LSM-44540	LSM-36488
BRD-K12744550	BRD-K12744550-019-01-8	LSM-44540	LSM-36488
BRD-K99188848	BRD-K99188848-019-01-6	LSM-44541	LSM-36494
BRD-K15042749	BRD-K15042749-019-01-6	LSM-44541	LSM-36494
BRD-K33986184	BRD-K33986184-019-01-4	LSM-44542	LSM-36496
BRD-K16149111	BRD-K16149111-019-01-8	LSM-44542	LSM-36496
BRD-K72765192	BRD-K72765192-019-01-4	LSM-44543	LSM-36499
BRD-K16425675	BRD-K16425675-019-01-0	LSM-44543	LSM-36499
BRD-K72583129	BRD-K72583129-019-01-9	LSM-44544	LSM-36502
BRD-K18433151	BRD-K18433151-019-01-5	LSM-44544	LSM-36502
BRD-K24595067	BRD-K24595067-019-01-6	LSM-44545	LSM-36507
BRD-K20898254	BRD-K20898254-019-01-1	LSM-44545	LSM-36507
BRD-K54211867	BRD-K54211867-019-01-5	LSM-44546	LSM-36516
BRD-K25380480	BRD-K25380480-019-01-1	LSM-44546	LSM-36516
BRD-K80128321	BRD-K80128321-019-01-9	LSM-44547	LSM-36521
BRD-K28563387	BRD-K28563387-019-01-3	LSM-44547	LSM-36521
BRD-K72098339	BRD-K72098339-019-01-4	LSM-44548	LSM-36524
BRD-K30958256	BRD-K30958256-019-01-9	LSM-44548	LSM-36524
BRD-K31274539	BRD-K31274539-019-01-9	LSM-44549	LSM-36525
BRD-K92331543	BRD-K92331543-019-01-7	LSM-44550	LSM-36527
BRD-K32605960	BRD-K32605960-019-01-1	LSM-44550	LSM-36527
BRD-K82593502	BRD-K82593502-019-01-3	LSM-44551	LSM-36530
BRD-K34816161	BRD-K34816161-019-01-9	LSM-44551	LSM-36530
BRD-K83047454	BRD-K83047454-019-01-7	LSM-44552	LSM-36535
BRD-K37306336	BRD-K37306336-019-01-8	LSM-44552	LSM-36535
BRD-K38840910	BRD-K38840910-019-01-9	LSM-44553	LSM-36538
BRD-K37795473	BRD-K37795473-019-01-5	LSM-44553	LSM-36538
BRD-K61065740	BRD-K61065740-019-01-9	LSM-44554	LSM-36541
BRD-K40174747	BRD-K40174747-019-01-8	LSM-44554	LSM-36541
BRD-K83931007	BRD-K83931007-019-01-4	LSM-44555	LSM-36543
BRD-K41031205	BRD-K41031205-019-01-4	LSM-44555	LSM-36543
BRD-K56231599	BRD-K56231599-019-01-6	LSM-44556	LSM-36560
BRD-K52136013	BRD-K52136013-019-01-9	LSM-44556	LSM-36560
BRD-K60474245	BRD-K60474245-019-01-4	LSM-44557	LSM-36571
BRD-K97176469	BRD-K97176469-019-01-1	LSM-44558	LSM-36580
BRD-K68496959	BRD-K68496959-019-01-5	LSM-44558	LSM-36580
BRD-K91224798	BRD-K91224798-019-01-7	LSM-44559	LSM-36585
BRD-K76211354	BRD-K76211354-019-01-9	LSM-44559	LSM-36585
BRD-K79259704	BRD-K79259704-019-01-2	LSM-44560	LSM-36588
BRD-K90041565	BRD-K90041565-019-01-7	LSM-44561	LSM-36598
BRD-K07103434	BRD-K07103434-096-01-4	LSM-43350	LSM-36602
BRD-K08697762	BRD-K08697762-065-01-1	LSM-44562	LSM-36604
BRD-A11731846	BRD-A11731846-001-01-0	LSM-44563	LSM-36607
BRD-A22272113	BRD-A22272113-001-01-8	LSM-44564	LSM-36612
BRD-A41250203	BRD-A41250203-001-01-2	LSM-44565	LSM-36615
BRD-A43155244	BRD-A43155244-001-01-2	LSM-44566	LSM-36617
BRD-A43188678	BRD-A43188678-001-01-8	LSM-44567	LSM-36618
BRD-A63583287	BRD-A63583287-001-01-8	LSM-44568	LSM-36623
BRD-A71171460	BRD-A71171460-001-01-1	LSM-44569	LSM-36626
BRD-K05562558	BRD-K05562558-001-01-3	LSM-44570	LSM-36646
BRD-K10010115	BRD-K10010115-001-01-2	LSM-44571	LSM-36652
BRD-K15419449	BRD-K15419449-001-01-7	LSM-44572	LSM-36656
BRD-K25731886	BRD-K25731886-001-01-3	LSM-44573	LSM-36666
BRD-K35568648	BRD-K35568648-001-01-6	LSM-44574	LSM-36675
BRD-K41668190	BRD-K41668190-001-01-8	LSM-44575	LSM-36682
BRD-K51674646	BRD-K51674646-001-01-3	LSM-44576	LSM-36690
BRD-K55715339	BRD-K55715339-001-01-2	LSM-44577	LSM-36696
BRD-K56392985	BRD-K56392985-001-01-6	LSM-44578	LSM-36697
BRD-K60685007	BRD-K60685007-001-01-1	LSM-44579	LSM-36701
BRD-K61192129	BRD-K61192129-001-01-0	LSM-44580	LSM-36704
BRD-K66254772	BRD-K66254772-001-01-3	LSM-44581	LSM-36708
BRD-K69501658	BRD-K69501658-001-01-3	LSM-44582	LSM-36711
BRD-K72505034	BRD-K72505034-001-01-4	LSM-44583	LSM-36717
BRD-K75081836	BRD-K75081836-001-01-3	LSM-44584	LSM-36722
BRD-K80981391	BRD-K80981391-001-01-4	LSM-44585	LSM-36728
BRD-K82857306	BRD-K82857306-001-01-8	LSM-44586	LSM-36730
BRD-K83998179	BRD-K83998179-001-01-3	LSM-44587	LSM-36733
BRD-K84803513	BRD-K84803513-001-01-9	LSM-44588	LSM-36737
BRD-K86110682	BRD-K86110682-001-01-2	LSM-44589	LSM-36738
BRD-K86269644	BRD-K86269644-001-01-3	LSM-44590	LSM-36739
BRD-K86761848	BRD-K86761848-001-01-3	LSM-44591	LSM-36740
BRD-K87730440	BRD-K87730440-001-01-9	LSM-44592	LSM-36743
BRD-K88710727	BRD-K88710727-001-01-4	LSM-44593	LSM-36745
BRD-K89205986	BRD-K89205986-001-01-0	LSM-44594	LSM-36747
BRD-K90430314	BRD-K90430314-001-01-4	LSM-44595	LSM-36749
BRD-K95080859	BRD-K95080859-001-01-3	LSM-44596	LSM-36759
BRD-K98634983	BRD-K98634983-001-01-3	LSM-44597	LSM-36764
BRD-K11306851	BRD-K11306851-001-03-7	LSM-44598	LSM-36765
BRD-K14700434	BRD-K14700434-001-02-6	LSM-44599	LSM-36766
BRD-K16582605	BRD-K16582605-001-02-9	LSM-44600	LSM-36767
BRD-K19326298	BRD-K19326298-001-02-0	LSM-44601	LSM-36768
BRD-K25444257	BRD-K25444257-001-02-2	LSM-44602	LSM-36769
BRD-K37417543	BRD-K37417543-001-01-0	LSM-44603	LSM-36770
BRD-K45028728	BRD-K45028728-001-02-0	LSM-44604	LSM-36771
BRD-K55896799	BRD-K55896799-001-02-1	LSM-44605	LSM-36772
BRD-K58044374	BRD-K58044374-001-01-0	LSM-44606	LSM-36773
BRD-K58547375	BRD-K58547375-001-02-9	LSM-44607	LSM-36774
BRD-K73183319	BRD-K73183319-001-02-3	LSM-44608	LSM-36775
BRD-K90370028	BRD-K90370028-001-01-9	LSM-44609	LSM-36776
BRD-K91338578	BRD-K91338578-001-01-9	LSM-44610	LSM-36777
BRD-K92084213	BRD-K92084213-001-01-9	LSM-44611	LSM-36778
BRD-K03641750	BRD-K03641750-001-01-3	LSM-44612	LSM-36780
BRD-K46625679	BRD-K46625679-001-01-3	LSM-44613	LSM-36796
BRD-K69885235	BRD-K69885235-001-01-2	LSM-44614	LSM-36799
BRD-K18580829	BRD-K18580829-001-01-3	LSM-44615	LSM-36802
BRD-K60772276	BRD-K60772276-001-01-1	LSM-44616	LSM-36805
BRD-K95986273	BRD-K95986273-001-01-9	LSM-44617	LSM-36811
BRD-K99440638	BRD-K99440638-001-01-3	LSM-44618	LSM-36827
BRD-A14999564	BRD-A14999564-001-01-0	LSM-44619	LSM-36848
BRD-A15100685	BRD-A15100685-001-02-6	LSM-44620	LSM-36849
BRD-A31158127	BRD-A31158127-001-01-2	LSM-44621	LSM-36871
BRD-A33746814	BRD-A33746814-001-01-0	LSM-44622	LSM-36874
BRD-A50287119	BRD-A50287119-001-01-5	LSM-44623	LSM-36894
BRD-A56798952	BRD-A56798952-001-01-5	LSM-44624	LSM-36904
BRD-A57226833	BRD-A57226833-001-01-1	LSM-44625	LSM-36906
BRD-A66229260	BRD-A66229260-001-01-6	LSM-44626	LSM-36915
BRD-A69592287	BRD-A69592287-001-01-3	LSM-44627	LSM-36920
BRD-A70150975	BRD-A70150975-001-01-4	LSM-44628	LSM-36921
BRD-A72024019	BRD-A72024019-001-01-7	LSM-44629	LSM-36924
BRD-A78971512	BRD-A78971512-001-01-5	LSM-44630	LSM-36936
BRD-A84228258	BRD-A84228258-001-03-6	LSM-44631	LSM-36944
BRD-A94796533	BRD-A94796533-001-01-1	LSM-44632	LSM-36954
BRD-K03568070	BRD-K03568070-001-03-7	LSM-44633	LSM-36962
BRD-K08372451	BRD-K08372451-001-03-8	LSM-44634	LSM-36978
BRD-K18722736	BRD-K18722736-001-01-3	LSM-44635	LSM-37004
BRD-K19042873	BRD-K19042873-001-01-8	LSM-44636	LSM-37005
BRD-K20514654	BRD-K20514654-001-01-8	LSM-44637	LSM-37009
BRD-K22507586	BRD-K22507586-001-01-3	LSM-44638	LSM-37015
BRD-K31041191	BRD-K31041191-001-03-5	LSM-44639	LSM-37041
BRD-K32737443	BRD-K32737443-001-01-7	LSM-44640	LSM-37045
BRD-K35010406	BRD-K35010406-001-03-7	LSM-44641	LSM-37056
BRD-K41179159	BRD-K41179159-001-02-3	LSM-44642	LSM-37078
BRD-K41887956	BRD-K41887956-001-01-8	LSM-44643	LSM-37083
BRD-K45878950	BRD-K45878950-001-01-9	LSM-44644	LSM-37094
BRD-K46918889	BRD-K46918889-001-02-6	LSM-44645	LSM-37097
BRD-K48006774	BRD-K48006774-001-03-4	LSM-44646	LSM-37101
BRD-K49060658	BRD-K49060658-001-04-9	LSM-44647	LSM-37103
BRD-K51966546	BRD-K51966546-001-02-2	LSM-44648	LSM-37112
BRD-K54168243	BRD-K54168243-001-01-0	LSM-44649	LSM-37122
BRD-K55473186	BRD-K55473186-001-01-2	LSM-44650	LSM-37129
BRD-K58306044	BRD-K58306044-001-01-3	LSM-44651	LSM-37138
BRD-K61559475	BRD-K61559475-001-07-7	LSM-44652	LSM-37145
BRD-K65031973	BRD-K65031973-001-02-1	LSM-44653	LSM-37154
BRD-K71199328	BRD-K71199328-001-01-2	LSM-44654	LSM-37175
BRD-K77876724	BRD-K77876724-001-01-9	LSM-44655	LSM-37192
BRD-K83932973	BRD-K83932973-001-01-0	LSM-44656	LSM-37213
BRD-K84943004	BRD-K84943004-001-01-9	LSM-44657	LSM-37216
BRD-K85732814	BRD-K85732814-001-02-3	LSM-44658	LSM-37218
BRD-K87634564	BRD-K87634564-001-03-9	LSM-44659	LSM-37226
BRD-K97869369	BRD-K97869369-001-02-8	LSM-44660	LSM-37254
BRD-K99667445	BRD-K99667445-001-02-2	LSM-44661	LSM-37258
BRD-M15189060	BRD-M15189060-001-01-2	LSM-44662	LSM-37259
BRD-M16214895	BRD-M16214895-001-01-8	LSM-44663	LSM-37260
BRD-M25555076	BRD-M25555076-001-01-4	LSM-44664	LSM-37261
BRD-M68558198	BRD-M68558198-001-01-9	LSM-44665	LSM-37264
BRD-M91737268	BRD-M91737268-001-01-5	LSM-44666	LSM-37266
BRD-K00842536	BRD-K00842536-001-01-1	LSM-44667	LSM-37329
BRD-K01125214	BRD-K01125214-001-01-9	LSM-44668	LSM-37341
BRD-K01409647	BRD-K01409647-001-01-4	LSM-44669	LSM-37351
BRD-K01575212	BRD-K01575212-001-01-7	LSM-44670	LSM-37359
BRD-K01715539	BRD-K01715539-001-01-5	LSM-44671	LSM-37367
BRD-K02043218	BRD-K02043218-001-01-9	LSM-44672	LSM-37388
BRD-K02636305	BRD-K02636305-001-01-4	LSM-44673	LSM-37421
BRD-K03610256	BRD-K03610256-001-01-7	LSM-44674	LSM-37471
BRD-K03673270	BRD-K03673270-001-01-7	LSM-44675	LSM-37477
BRD-K04087697	BRD-K04087697-001-01-4	LSM-44676	LSM-37494
BRD-K05132143	BRD-K05132143-001-01-7	LSM-44677	LSM-37541
BRD-K05502425	BRD-K05502425-001-01-0	LSM-44678	LSM-37567
BRD-K05885800	BRD-K05885800-001-01-4	LSM-44679	LSM-37591
BRD-K06163572	BRD-K06163572-001-01-1	LSM-44680	LSM-37607
BRD-K06436793	BRD-K06436793-001-01-4	LSM-44681	LSM-37619
BRD-K07642375	BRD-K07642375-001-01-2	LSM-44682	LSM-37686
BRD-K07689498	BRD-K07689498-001-01-5	LSM-44683	LSM-37688
BRD-K08722369	BRD-K08722369-001-01-9	LSM-44684	LSM-37741
BRD-K09324015	BRD-K09324015-001-01-1	LSM-44685	LSM-37763
BRD-K09977695	BRD-K09977695-001-01-3	LSM-44686	LSM-37790
BRD-K10471793	BRD-K10471793-001-01-5	LSM-44687	LSM-37812
BRD-K10593696	BRD-K10593696-001-01-4	LSM-44688	LSM-37818
BRD-K10799838	BRD-K10799838-001-01-6	LSM-44689	LSM-37829
BRD-K45252909	BRD-K45252909-001-01-9	LSM-44690	LSM-37875
BRD-K11840410	BRD-K11840410-001-01-3	LSM-44690	LSM-37875
BRD-K12878711	BRD-K12878711-001-01-8	LSM-44691	LSM-37932
BRD-K13226037	BRD-K13226037-001-01-6	LSM-44692	LSM-37954
BRD-K13868095	BRD-K13868095-001-01-4	LSM-44693	LSM-37980
BRD-K14196440	BRD-K14196440-001-01-1	LSM-44694	LSM-37997
BRD-K14352739	BRD-K14352739-001-01-0	LSM-44695	LSM-38010
BRD-K59000771	BRD-K59000771-001-01-0	LSM-44696	LSM-38029
BRD-K14611588	BRD-K14611588-001-01-1	LSM-44696	LSM-38029
BRD-K14721343	BRD-K14721343-001-01-4	LSM-44697	LSM-38035
BRD-K14842933	BRD-K14842933-001-01-4	LSM-44698	LSM-38043
BRD-K15181238	BRD-K15181238-001-01-8	LSM-44699	LSM-38059
BRD-K15262863	BRD-K15262863-001-01-8	LSM-44700	LSM-38068
BRD-K15384215	BRD-K15384215-001-01-5	LSM-44701	LSM-38074
BRD-K15768839	BRD-K15768839-001-01-5	LSM-44702	LSM-38092
BRD-K16195716	BRD-K16195716-001-01-8	LSM-44703	LSM-38122
BRD-K17003857	BRD-K17003857-001-01-2	LSM-44704	LSM-38168
BRD-K17070436	BRD-K17070436-001-01-1	LSM-44705	LSM-38169
BRD-K17347940	BRD-K17347940-001-01-2	LSM-44706	LSM-38185
BRD-K17530818	BRD-K17530818-001-01-2	LSM-44707	LSM-38198
BRD-K17579844	BRD-K17579844-001-01-7	LSM-44708	LSM-38199
BRD-K17854785	BRD-K17854785-001-01-5	LSM-44709	LSM-38216
BRD-K18772134	BRD-K18772134-001-01-6	LSM-44710	LSM-38274
BRD-K19014823	BRD-K19014823-001-01-8	LSM-44711	LSM-38290
BRD-K19033174	BRD-K19033174-001-01-3	LSM-44712	LSM-38292
BRD-K20449903	BRD-K20449903-001-01-6	LSM-44713	LSM-38370
BRD-K20658410	BRD-K20658410-001-01-8	LSM-44714	LSM-38388
BRD-K20962057	BRD-K20962057-001-01-2	LSM-44715	LSM-38403
BRD-K21113341	BRD-K21113341-001-01-7	LSM-44716	LSM-38411
BRD-K24112840	BRD-K24112840-001-01-2	LSM-44717	LSM-38586
BRD-K24193032	BRD-K24193032-001-01-0	LSM-44718	LSM-38591
BRD-K24351638	BRD-K24351638-001-01-2	LSM-44719	LSM-38601
BRD-K26130452	BRD-K26130452-001-01-1	LSM-44720	LSM-38701
BRD-K26150272	BRD-K26150272-001-01-7	LSM-44721	LSM-38702
BRD-K26886657	BRD-K26886657-001-01-1	LSM-44722	LSM-38731
BRD-K27493325	BRD-K27493325-001-01-7	LSM-44723	LSM-38772
BRD-K27837783	BRD-K27837783-001-02-8	LSM-44724	LSM-38786
BRD-K27961885	BRD-K27961885-001-01-5	LSM-44725	LSM-38792
BRD-K28013436	BRD-K28013436-001-01-8	LSM-44726	LSM-38795
BRD-K28066515	BRD-K28066515-001-01-0	LSM-44727	LSM-38797
BRD-K28431799	BRD-K28431799-001-01-3	LSM-44728	LSM-38819
BRD-K29426933	BRD-K29426933-001-01-9	LSM-44729	LSM-38872
BRD-K30315899	BRD-K30315899-001-01-3	LSM-44730	LSM-38928
BRD-K30342454	BRD-K30342454-001-01-4	LSM-44731	LSM-38929
BRD-K30373477	BRD-K30373477-001-01-2	LSM-44732	LSM-38931
BRD-K30415102	BRD-K30415102-001-01-4	LSM-44733	LSM-38933
BRD-K31558029	BRD-K31558029-001-01-0	LSM-44734	LSM-38988
BRD-K32297746	BRD-K32297746-001-01-6	LSM-44735	LSM-39047
BRD-K33284065	BRD-K33284065-001-01-6	LSM-44736	LSM-39095
BRD-K33452357	BRD-K33452357-001-01-6	LSM-44737	LSM-39104
BRD-K33483445	BRD-K33483445-001-01-5	LSM-44738	LSM-39107
BRD-K33842318	BRD-K33842318-001-01-6	LSM-44739	LSM-39120
BRD-K33967077	BRD-K33967077-001-01-2	LSM-44740	LSM-39126
BRD-K34086616	BRD-K34086616-001-01-8	LSM-44741	LSM-39131
BRD-K34104948	BRD-K34104948-001-01-8	LSM-44742	LSM-39133
BRD-K34136030	BRD-K34136030-001-01-9	LSM-44743	LSM-39135
BRD-K34314104	BRD-K34314104-001-01-3	LSM-44744	LSM-39145
BRD-K34545919	BRD-K34545919-001-01-7	LSM-44745	LSM-39159
BRD-K34836852	BRD-K34836852-001-01-9	LSM-44746	LSM-39177
BRD-K34913101	BRD-K34913101-001-01-5	LSM-44747	LSM-39182
BRD-K35304243	BRD-K35304243-001-01-5	LSM-44748	LSM-39204
BRD-K35462725	BRD-K35462725-001-01-8	LSM-44749	LSM-39215
BRD-K36128472	BRD-K36128472-001-01-9	LSM-44750	LSM-39248
BRD-K37290968	BRD-K37290968-001-01-7	LSM-44751	LSM-39327
BRD-K37991590	BRD-K37991590-001-01-6	LSM-44752	LSM-39358
BRD-K38172414	BRD-K38172414-001-01-6	LSM-44753	LSM-39365
BRD-K38274933	BRD-K38274933-001-01-2	LSM-44754	LSM-39372
BRD-K38369496	BRD-K38369496-001-01-9	LSM-44755	LSM-39376
BRD-K38465286	BRD-K38465286-001-01-9	LSM-44756	LSM-39386
BRD-K39151515	BRD-K39151515-001-02-5	LSM-44757	LSM-39431
